SliceNo,Position,Size
59,"175,64","2,2"
60,"171,58","5,7"
61,"170,57","6,8"
62,"169,55","5,8"
63,"157,52","20,21"
64,"154,51","27,24"
65,"152,45","28,31"
66,"149,46","31,41"
67,"148,47","32,40"
68,"144,40","36,50"
69,"146,40","33,51"
70,"145,39","41,56"
71,"146,44","41,52"
72,"147,44","39,52"
73,"147,39","39,56"
74,"146,42","40,53"
75,"146,39","40,59"
76,"147,39","39,59"
77,"148,39","38,56"
78,"147,40","39,56"
79,"147,37","38,59"
80,"146,37","39,59"
81,"146,40","39,55"
82,"146,40","38,55"
83,"146,35","37,59"
84,"145,35","41,64"
85,"142,32","44,66"
86,"145,35","40,62"
87,"140,31","44,67"
88,"141,33","43,66"
89,"143,35","41,64"
90,"138,32","46,66"
91,"138,33","46,67"
92,"137,33","49,76"
93,"141,47","45,64"
94,"141,45","45,61"
95,"141,45","44,61"
96,"141,45","42,57"
97,"140,44","43,59"
98,"140,41","43,64"
99,"140,44","42,60"
100,"140,37","43,71"
101,"140,37","43,70"
102,"138,36","43,64"
103,"140,48","39,45"
104,"140,48","37,43"
105,"140,49","36,42"
106,"140,49","37,42"
107,"140,49","38,49"
108,"140,49","39,49"
109,"141,50","39,58"
110,"141,48","38,50"
111,"141,51","37,43"
112,"141,52","35,36"
113,"141,52","33,29"
114,"140,53","31,23"
115,"137,53","29,23"
116,"137,51","30,25"
117,"135,51","35,29"
118,"135,50","33,26"
119,"137,58","25,12"
