SliceNo,Position,Size
47,"77,133","20,13"
48,"77,130","24,18"
49,"75,129","26,21"
50,"75,128","28,23"
51,"74,126","30,25"
52,"74,127","30,27"
53,"74,126","30,28"
54,"73,125","34,31"
55,"73,124","36,39"
56,"74,124","35,39"
57,"73,125","38,41"
58,"71,124","42,42"
59,"70,124","44,40"
60,"69,123","46,44"
61,"68,121","48,48"
62,"67,120","49,52"
63,"66,117","51,56"
64,"64,117","54,59"
65,"64,116","54,62"
66,"63,116","55,63"
67,"63,115","57,65"
68,"64,112","56,72"
69,"63,111","58,73"
70,"63,109","59,75"
71,"62,117","61,67"
72,"62,118","62,66"
73,"62,118","63,67"
74,"63,118","63,68"
75,"62,118","64,69"
76,"62,118","65,69"
77,"61,119","66,67"
78,"62,119","66,67"
79,"62,119","66,68"
80,"62,119","67,68"
81,"63,118","64,69"
82,"64,120","64,66"
83,"63,119","64,68"
84,"63,120","64,67"
85,"63,119","64,69"
86,"63,120","64,66"
87,"64,120","62,65"
88,"63,121","64,63"
89,"64,121","63,64"
90,"65,123","62,62"
91,"65,123","62,61"
92,"65,123","61,61"
93,"67,124","59,59"
94,"67,124","59,57"
95,"69,125","57,55"
96,"69,125","55,53"
97,"70,126","54,51"
98,"70,127","53,48"
99,"72,128","50,46"
100,"73,129","49,47"
101,"73,130","46,46"
102,"75,131","43,45"
103,"75,134","41,40"
104,"75,135","39,37"
105,"77,135","35,35"
106,"79,135","31,34"
107,"80,136","28,32"
108,"87,142","18,25"
109,"94,152","10,12"
